txn_id,timestamp,txn_type,amount,source_account,dest_account,status,ip_address,device_id,label
TX247671,2025-07-10T13:25:49.669395,CHEQUE,1305782.86,AC012,AC010,Failed,10.10.184.127,mobile,fraud
TX709504,2025-06-18T13:25:49.700118,UPI,218355.35,AC016,AC018,Pending,192.168.106.122,mobile,normal
TX210042,2025-07-10T13:25:49.688383,NEFT,456412.18,AC003,AC002,Failed,192.168.0.193,mobile,normal
TX471824,2025-07-10T13:25:49.688114,MANDATE,479804.7,AC022,AC002,Success,192.168.18.255,web,normal
TX898710,2025-07-15T13:25:49.682740,CHEQUE,939656.64,AC031,AC022,Failed,10.10.203.243,tablet,fraud
TX772994,2025-06-19T13:25:49.676235,UPI,1604776.37,AC043,AC026,Failed,10.10.210.38,tablet,fraud
TX120778,2025-07-14T13:25:49.668953,CHEQUE,935126.72,AC003,AC020,Success,10.10.159.248,tablet,fraud
TX385575,2025-07-14T13:25:49.686064,CHEQUE,1443832.01,AC018,AC004,Pending,10.10.111.12,mobile,fraud
TX989345,2025-07-10T13:25:49.679133,CHEQUE,1649482.21,AC008,AC005,Pending,10.10.76.177,tablet,fraud
TX424401,2025-06-20T13:25:49.669143,UPI,814724.55,AC015,AC028,Pending,10.10.240.45,mobile,fraud
TX579114,2025-06-22T13:25:49.703203,MANDATE,11755.92,AC006,AC041,Failed,192.168.92.201,web,normal
TX718751,2025-07-18T13:25:49.687344,UPI,1222107.68,AC011,AC006,Pending,10.10.55.253,tablet,fraud
TX524280,2025-07-04T13:25:49.689829,UPI,281188.58,AC050,AC019,Pending,192.168.116.210,mobile,normal
TX259039,2025-07-17T13:25:49.687915,MANDATE,286139.84,AC017,AC030,Success,192.168.6.105,mobile,normal
TX782177,2025-07-04T13:25:49.697977,CHEQUE,66856.19,AC042,AC010,Failed,192.168.92.124,tablet,normal
TX542836,2025-07-17T13:25:49.699854,UPI,259356.34,AC013,AC021,Success,192.168.40.129,tablet,normal
TX518303,2025-06-24T13:25:49.692995,CHEQUE,396128.57,AC012,AC049,Pending,192.168.255.162,web,normal
TX943028,2025-07-05T13:25:49.696338,CHEQUE,377950.92,AC033,AC009,Failed,192.168.54.211,mobile,normal
TX304182,2025-07-12T13:25:49.675543,UPI,1093502.74,AC016,AC028,Pending,10.10.136.175,tablet,fraud
TX489508,2025-06-26T13:25:49.686584,CHEQUE,1773442.47,AC001,AC007,Success,10.10.31.140,tablet,fraud
TX573361,2025-07-11T13:25:49.681371,CHEQUE,952972.63,AC043,AC011,Success,10.10.141.123,tablet,fraud
TX984931,2025-06-20T13:25:49.688788,UPI,230228.52,AC012,AC046,Success,192.168.102.181,tablet,normal
TX497514,2025-07-09T13:25:49.703974,UPI,71441.05,AC028,AC041,Pending,192.168.139.187,web,normal
TX725562,2025-07-14T13:25:49.691309,MANDATE,205682.69,AC025,AC031,Success,192.168.123.71,mobile,normal
TX913696,2025-07-07T13:25:49.679842,UPI,1134548.11,AC002,AC017,Success,10.10.10.100,tablet,fraud
TX531639,2025-07-09T13:25:49.677010,UPI,1809133.61,AC048,AC045,Failed,10.10.244.197,mobile,fraud
TX138328,2025-07-04T13:25:49.696572,MANDATE,62421.93,AC015,AC018,Failed,192.168.130.114,tablet,normal
TX934213,2025-07-17T13:25:49.690818,NEFT,15061.02,AC025,AC033,Pending,192.168.36.99,tablet,normal
TX674868,2025-07-05T13:25:49.681427,UPI,1820199.51,AC013,AC050,Pending,10.10.213.82,tablet,fraud
TX774352,2025-06-20T13:25:49.694312,NEFT,325732.27,AC024,AC032,Success,192.168.26.198,mobile,normal
TX186863,2025-06-29T13:25:49.697353,CHEQUE,15944.96,AC022,AC037,Pending,192.168.230.50,web,normal
TX632535,2025-06-22T13:25:49.692298,MANDATE,403548.73,AC031,AC049,Pending,192.168.116.168,web,normal
TX872979,2025-06-28T13:25:49.678548,CHEQUE,1076009.56,AC012,AC032,Failed,10.10.252.164,mobile,fraud
TX566348,2025-06-23T13:25:49.665910,UPI,1163907.24,AC025,AC009,Success,10.10.45.241,mobile,fraud
TX512338,2025-07-18T13:25:49.688145,UPI,117877.23,AC039,AC041,Failed,192.168.47.47,web,normal
TX933158,2025-07-18T13:25:49.685221,UPI,1174501.79,AC047,AC044,Failed,10.10.168.134,mobile,fraud
TX760065,2025-07-08T13:25:49.686169,CHEQUE,1262906.17,AC024,AC049,Success,10.10.174.98,mobile,fraud
TX928460,2025-07-02T13:25:49.681419,UPI,1516571.77,AC030,AC012,Success,10.10.52.201,mobile,fraud
TX873479,2025-07-10T13:25:49.697470,CHEQUE,185935.25,AC011,AC005,Pending,192.168.111.214,mobile,normal
TX716850,2025-06-18T13:25:49.687676,UPI,185581.01,AC011,AC040,Pending,192.168.251.75,web,normal
TX241586,2025-07-17T13:25:49.698696,NEFT,455811.09,AC049,AC044,Pending,192.168.22.224,mobile,normal
TX161553,2025-06-24T13:25:49.699090,CHEQUE,132603.11,AC028,AC047,Failed,192.168.191.235,web,normal
TX525929,2025-06-27T13:25:49.689493,NEFT,169646.03,AC049,AC039,Failed,192.168.59.28,tablet,normal
TX205639,2025-06-25T13:25:49.681862,CHEQUE,1549356.03,AC021,AC015,Failed,10.10.245.89,mobile,fraud
TX103601,2025-07-11T13:25:49.684221,CHEQUE,1268954.65,AC032,AC047,Success,10.10.187.105,tablet,fraud
TX549089,2025-07-15T13:25:49.677190,CHEQUE,1218927.5,AC027,AC040,Pending,10.10.94.8,tablet,fraud
TX136359,2025-07-11T13:25:49.677282,CHEQUE,1095845.91,AC045,AC012,Failed,10.10.27.175,mobile,fraud
TX161464,2025-06-18T13:25:49.687548,UPI,128233.62,AC002,AC023,Failed,192.168.182.40,mobile,normal
TX948128,2025-06-26T13:25:49.701460,NEFT,415560.39,AC049,AC023,Failed,192.168.252.250,web,normal
TX976616,2025-06-23T13:25:49.668462,CHEQUE,1896372.09,AC046,AC017,Failed,10.10.79.92,tablet,fraud
TX651444,2025-07-02T13:25:49.679741,CHEQUE,1754175.33,AC008,AC047,Success,10.10.233.61,tablet,fraud
TX403460,2025-07-05T13:25:49.674893,CHEQUE,1736117.2,AC030,AC012,Success,10.10.54.241,mobile,fraud
TX395897,2025-07-05T13:25:49.696236,NEFT,192670.53,AC007,AC037,Pending,192.168.188.54,tablet,normal
TX639240,2025-07-11T13:25:49.674603,CHEQUE,1763916.66,AC019,AC038,Success,10.10.2.204,tablet,fraud
TX597691,2025-06-26T13:25:49.666624,CHEQUE,1212683.35,AC030,AC020,Failed,10.10.179.114,tablet,fraud
TX399633,2025-06-29T13:25:49.674433,UPI,1002545.88,AC042,AC029,Failed,10.10.237.118,tablet,fraud
TX943238,2025-07-04T13:25:49.699051,CHEQUE,377876.43,AC019,AC023,Failed,192.168.109.20,tablet,normal
TX895458,2025-06-22T13:25:49.703727,NEFT,139835.53,AC046,AC034,Failed,192.168.122.22,tablet,normal
TX285771,2025-07-06T13:25:49.697121,MANDATE,344092.51,AC034,AC050,Failed,192.168.232.196,tablet,normal
TX665344,2025-06-23T13:25:49.676395,CHEQUE,1601614.28,AC016,AC050,Pending,10.10.62.1,tablet,fraud
TX308886,2025-07-17T13:25:49.664454,CHEQUE,1977876.0,AC022,AC027,Failed,10.10.4.117,mobile,fraud
TX651498,2025-07-05T13:25:49.696061,UPI,480064.63,AC008,AC035,Pending,192.168.1.223,mobile,normal
TX138374,2025-06-19T13:25:49.671345,UPI,1819010.22,AC001,AC002,Failed,10.10.133.204,tablet,fraud
TX405242,2025-07-09T13:25:49.699771,MANDATE,279977.42,AC048,AC006,Success,192.168.245.215,web,normal
TX167069,2025-07-04T13:25:49.686850,UPI,976784.89,AC043,AC002,Success,10.10.227.104,tablet,fraud
TX543441,2025-06-27T13:25:49.696352,MANDATE,21849.31,AC025,AC048,Pending,192.168.204.28,tablet,normal
TX794530,2025-06-20T13:25:49.703529,MANDATE,31470.63,AC045,AC021,Success,192.168.168.111,web,normal
TX869729,2025-06-29T13:25:49.698964,CHEQUE,319287.94,AC001,AC012,Pending,192.168.7.7,tablet,normal
TX833955,2025-07-03T13:25:49.697345,NEFT,143444.0,AC002,AC037,Pending,192.168.146.237,mobile,normal
TX424344,2025-06-25T13:25:49.674009,UPI,892140.75,AC036,AC033,Failed,10.10.98.252,tablet,fraud
TX425942,2025-06-25T13:25:49.668131,UPI,965891.81,AC018,AC021,Pending,10.10.111.40,mobile,fraud
TX525734,2025-06-24T13:25:49.703362,NEFT,336007.74,AC007,AC028,Failed,192.168.218.253,mobile,normal
TX403760,2025-06-19T13:25:49.671589,CHEQUE,1538142.22,AC028,AC012,Success,10.10.115.161,mobile,fraud
TX112848,2025-06-28T13:25:49.696951,NEFT,251370.64,AC035,AC037,Pending,192.168.46.31,web,normal
TX439480,2025-07-16T13:25:49.669024,UPI,1465380.84,AC020,AC018,Pending,10.10.126.156,tablet,fraud
TX950111,2025-07-06T13:25:49.702033,MANDATE,132188.95,AC032,AC049,Pending,192.168.180.42,tablet,normal
TX687539,2025-06-30T13:25:49.666209,UPI,1664241.96,AC009,AC025,Pending,10.10.54.216,mobile,fraud
TX652034,2025-07-13T13:25:49.694448,MANDATE,51500.46,AC032,AC013,Pending,192.168.224.244,web,normal
TX357636,2025-06-23T13:25:49.669430,CHEQUE,1802974.31,AC047,AC044,Success,10.10.236.247,mobile,fraud
TX783959,2025-06-21T13:25:49.696579,MANDATE,78874.97,AC031,AC032,Success,192.168.172.18,tablet,normal
TX719557,2025-07-07T13:25:49.692458,UPI,498068.71,AC034,AC022,Failed,192.168.113.116,mobile,normal
TX462508,2025-06-26T13:25:49.674210,UPI,1836424.76,AC037,AC034,Pending,10.10.16.155,tablet,fraud
TX292711,2025-07-09T13:25:49.683901,CHEQUE,1328610.1,AC033,AC032,Failed,10.10.176.116,tablet,fraud
TX413613,2025-07-18T13:25:49.679221,UPI,1913911.75,AC044,AC020,Success,10.10.128.230,mobile,fraud
TX113080,2025-07-12T13:25:49.688310,NEFT,261054.33,AC017,AC029,Failed,192.168.110.149,mobile,normal
TX209338,2025-07-01T13:25:49.681739,CHEQUE,1578388.78,AC004,AC021,Success,10.10.117.17,tablet,fraud
TX964555,2025-07-10T13:25:49.692536,UPI,304535.02,AC018,AC041,Failed,192.168.3.30,tablet,normal
TX606240,2025-06-28T13:25:49.701822,CHEQUE,281254.18,AC002,AC008,Success,192.168.83.55,tablet,normal
TX987969,2025-07-12T13:25:49.698193,UPI,325047.65,AC011,AC030,Success,192.168.44.201,tablet,normal
TX377662,2025-06-30T13:25:49.701534,MANDATE,268053.2,AC016,AC013,Failed,192.168.25.227,tablet,normal
TX155074,2025-07-16T13:25:49.681320,UPI,1716367.47,AC017,AC037,Pending,10.10.1.161,mobile,fraud
TX746316,2025-06-23T13:25:49.701760,NEFT,267798.51,AC010,AC039,Pending,192.168.169.218,mobile,normal
TX267118,2025-07-16T13:25:49.674056,CHEQUE,1221220.92,AC017,AC050,Success,10.10.174.125,mobile,fraud
TX139963,2025-06-19T13:25:49.665672,UPI,1203250.35,AC046,AC033,Pending,10.10.121.139,tablet,fraud
TX191431,2025-07-08T13:25:49.692979,CHEQUE,331670.16,AC030,AC023,Success,192.168.118.58,mobile,normal
TX434031,2025-07-06T13:25:49.689931,MANDATE,186836.73,AC047,AC025,Pending,192.168.202.189,mobile,normal
TX181367,2025-06-23T13:25:49.685691,CHEQUE,1668369.0,AC027,AC029,Success,10.10.87.90,mobile,fraud
TX973210,2025-07-07T13:25:49.696596,NEFT,317480.15,AC043,AC022,Failed,192.168.24.176,tablet,normal
TX786738,2025-07-18T13:25:49.701064,NEFT,364441.29,AC016,AC002,Success,192.168.197.89,tablet,normal
TX494545,2025-07-06T13:25:49.674717,UPI,1210495.39,AC007,AC043,Failed,10.10.21.43,mobile,fraud
TX685834,2025-07-09T13:25:49.673141,CHEQUE,1474266.87,AC021,AC013,Pending,10.10.175.187,tablet,fraud
TX141566,2025-06-21T13:25:49.698045,MANDATE,450712.54,AC023,AC013,Failed,192.168.90.153,tablet,normal
TX334572,2025-07-03T13:25:49.691185,UPI,97604.62,AC025,AC037,Failed,192.168.201.85,web,normal
TX339264,2025-07-07T13:25:49.698649,MANDATE,69497.81,AC001,AC028,Failed,192.168.98.116,mobile,normal
TX431795,2025-06-24T13:25:49.692893,CHEQUE,19470.46,AC034,AC036,Failed,192.168.194.204,web,normal
TX516782,2025-07-09T13:25:49.687790,MANDATE,375671.76,AC007,AC046,Success,192.168.196.57,web,normal
TX256041,2025-07-13T13:25:49.694939,UPI,14609.56,AC021,AC039,Pending,192.168.48.171,web,normal
TX747931,2025-07-04T13:25:49.664497,UPI,900805.01,AC047,AC032,Pending,10.10.127.35,tablet,fraud
TX337779,2025-06-19T13:25:49.668662,CHEQUE,1568446.58,AC044,AC023,Failed,10.10.244.245,tablet,fraud
TX296603,2025-07-12T13:25:49.692603,CHEQUE,171657.92,AC029,AC020,Pending,192.168.223.30,tablet,normal
TX214608,2025-07-05T13:25:49.689738,NEFT,284026.14,AC033,AC002,Failed,192.168.186.51,tablet,normal
TX436864,2025-07-03T13:25:49.668240,CHEQUE,1367591.55,AC014,AC008,Failed,10.10.88.126,tablet,fraud
TX989868,2025-07-11T13:25:49.685513,CHEQUE,1434913.9,AC036,AC035,Pending,10.10.91.195,mobile,fraud
TX995911,2025-06-23T13:25:49.683386,UPI,1719318.73,AC047,AC002,Failed,10.10.30.111,tablet,fraud
TX323217,2025-07-11T13:25:49.681837,UPI,1528400.92,AC039,AC033,Pending,10.10.147.201,mobile,fraud
TX946338,2025-07-02T13:25:49.699378,MANDATE,184137.96,AC032,AC017,Success,192.168.102.1,tablet,normal
TX394055,2025-07-10T13:25:49.702796,NEFT,489041.38,AC016,AC043,Failed,192.168.0.145,mobile,normal
TX633208,2025-07-05T13:25:49.693170,MANDATE,167198.7,AC017,AC007,Failed,192.168.25.28,web,normal
TX263895,2025-07-04T13:25:49.664762,UPI,1425733.75,AC049,AC042,Pending,10.10.131.150,mobile,fraud
TX194413,2025-06-25T13:25:49.674339,CHEQUE,952982.79,AC008,AC041,Pending,10.10.189.255,tablet,fraud
TX216997,2025-06-25T13:25:49.695097,CHEQUE,233361.42,AC014,AC027,Success,192.168.13.66,tablet,normal
TX988138,2025-07-05T13:25:49.684371,UPI,1342157.45,AC011,AC050,Pending,10.10.20.243,mobile,fraud
TX313933,2025-07-08T13:25:49.670619,CHEQUE,1138133.63,AC035,AC016,Pending,10.10.218.53,tablet,fraud
TX319550,2025-07-12T13:25:49.691653,NEFT,464211.05,AC020,AC028,Failed,192.168.130.85,mobile,normal
TX691795,2025-07-10T13:25:49.686314,UPI,1398682.01,AC024,AC025,Success,10.10.103.194,mobile,fraud
TX760079,2025-07-05T13:25:49.698291,NEFT,416507.13,AC027,AC025,Failed,192.168.96.233,mobile,normal
TX525632,2025-06-20T13:25:49.669503,UPI,1519343.75,AC001,AC038,Success,10.10.249.68,tablet,fraud
TX282624,2025-06-23T13:25:49.704068,NEFT,447009.89,AC025,AC030,Success,192.168.190.75,tablet,normal
TX836146,2025-07-16T13:25:49.697112,NEFT,35078.49,AC039,AC043,Pending,192.168.170.126,mobile,normal
TX748158,2025-07-10T13:25:49.671336,CHEQUE,1962799.81,AC033,AC041,Pending,10.10.110.223,tablet,fraud
TX403588,2025-07-13T13:25:49.703104,MANDATE,283288.58,AC036,AC039,Pending,192.168.121.184,tablet,normal
TX786682,2025-07-07T13:25:49.668689,UPI,1005491.54,AC042,AC029,Pending,10.10.21.72,mobile,fraud
TX835967,2025-07-12T13:25:49.670000,CHEQUE,1219532.27,AC029,AC024,Failed,10.10.90.185,mobile,fraud
TX252354,2025-07-07T13:25:49.673371,UPI,1417737.03,AC029,AC048,Failed,10.10.140.121,mobile,fraud
TX468059,2025-06-20T13:25:49.672957,CHEQUE,1203088.35,AC031,AC006,Success,10.10.164.62,mobile,fraud
TX807060,2025-07-10T13:25:49.672341,CHEQUE,1162338.39,AC006,AC026,Pending,10.10.233.255,tablet,fraud
TX893480,2025-07-12T13:25:49.676045,UPI,1807020.7,AC047,AC031,Success,10.10.123.194,tablet,fraud
TX276509,2025-07-06T13:25:49.678991,CHEQUE,1905867.3,AC049,AC018,Pending,10.10.27.226,tablet,fraud
TX497317,2025-06-24T13:25:49.686388,CHEQUE,803467.43,AC021,AC003,Success,10.10.75.56,tablet,fraud
TX788454,2025-07-05T13:25:49.703116,NEFT,94563.98,AC037,AC023,Pending,192.168.201.191,web,normal
TX794988,2025-07-06T13:25:49.694665,UPI,390828.77,AC035,AC030,Failed,192.168.87.27,mobile,normal
TX885647,2025-07-16T13:25:49.699997,NEFT,283023.15,AC019,AC042,Failed,192.168.26.116,web,normal
TX285798,2025-06-25T13:25:49.691535,NEFT,238958.41,AC003,AC015,Success,192.168.123.254,tablet,normal
TX731855,2025-07-14T13:25:49.683803,CHEQUE,1212109.41,AC048,AC020,Failed,10.10.85.59,tablet,fraud
TX711667,2025-07-11T13:25:49.687499,UPI,130279.49,AC023,AC013,Failed,192.168.79.246,web,normal
TX467473,2025-06-21T13:25:49.675648,UPI,1974593.97,AC003,AC023,Success,10.10.81.167,tablet,fraud
TX277389,2025-06-22T13:25:49.675376,CHEQUE,1077237.84,AC038,AC048,Success,10.10.45.112,mobile,fraud
TX350962,2025-07-07T13:25:49.671259,UPI,1062617.11,AC044,AC025,Success,10.10.182.115,mobile,fraud
TX854952,2025-07-02T13:25:49.675059,UPI,1870476.44,AC038,AC045,Failed,10.10.77.64,mobile,fraud
TX452356,2025-07-18T13:25:49.696514,CHEQUE,181137.04,AC047,AC043,Failed,192.168.150.38,tablet,normal
TX256988,2025-07-09T13:25:49.672472,UPI,849938.22,AC034,AC011,Success,10.10.87.111,tablet,fraud
TX133104,2025-07-17T13:25:49.695363,MANDATE,55223.94,AC025,AC034,Success,192.168.88.248,web,normal
TX165160,2025-06-24T13:25:49.697946,UPI,48506.92,AC029,AC019,Failed,192.168.26.169,mobile,normal
TX461631,2025-06-23T13:25:49.682965,CHEQUE,853957.53,AC016,AC025,Failed,10.10.229.42,mobile,fraud
TX327666,2025-06-20T13:25:49.684252,UPI,1421049.61,AC010,AC045,Pending,10.10.86.145,mobile,fraud
TX505856,2025-07-04T13:25:49.688879,CHEQUE,294834.22,AC026,AC027,Pending,192.168.21.224,web,normal
TX160259,2025-06-19T13:25:49.687714,CHEQUE,316532.66,AC006,AC024,Failed,192.168.70.91,tablet,normal
TX230493,2025-06-26T13:25:49.690934,CHEQUE,204575.48,AC016,AC034,Failed,192.168.108.61,mobile,normal
TX235098,2025-07-01T13:25:49.674800,UPI,1415151.25,AC021,AC038,Failed,10.10.70.137,tablet,fraud
TX783167,2025-07-16T13:25:49.672206,UPI,1704163.87,AC023,AC024,Failed,10.10.177.211,tablet,fraud
TX312151,2025-07-14T13:25:49.687055,UPI,1658464.1,AC011,AC029,Failed,10.10.199.183,tablet,fraud
TX444289,2025-06-24T13:25:49.677670,CHEQUE,1522304.78,AC005,AC034,Success,10.10.86.93,tablet,fraud
TX646210,2025-06-24T13:25:49.666067,UPI,842518.44,AC021,AC005,Success,10.10.107.185,mobile,fraud
TX754563,2025-07-10T13:25:49.670700,UPI,1149473.37,AC029,AC003,Failed,10.10.171.102,tablet,fraud
TX847291,2025-06-24T13:25:49.681353,UPI,1097613.11,AC009,AC001,Pending,10.10.197.143,mobile,fraud
TX261584,2025-07-01T13:25:49.687593,MANDATE,410787.91,AC017,AC033,Pending,192.168.58.22,web,normal
TX850399,2025-07-05T13:25:49.701103,CHEQUE,339992.64,AC025,AC012,Success,192.168.171.194,web,normal
TX237393,2025-07-16T13:25:49.703419,MANDATE,158133.8,AC023,AC044,Pending,192.168.122.90,mobile,normal
TX509944,2025-07-18T13:25:49.675435,UPI,1698674.82,AC025,AC020,Failed,10.10.233.220,mobile,fraud
TX195973,2025-06-27T13:25:49.698578,NEFT,221632.86,AC044,AC030,Pending,192.168.85.225,web,normal
TX815154,2025-07-13T13:25:49.669802,CHEQUE,1867522.4,AC025,AC028,Success,10.10.120.91,mobile,fraud
TX624824,2025-06-19T13:25:49.699808,CHEQUE,294548.49,AC009,AC020,Failed,192.168.214.170,web,normal
TX922207,2025-06-18T13:25:49.689587,MANDATE,255799.54,AC029,AC014,Pending,192.168.39.18,web,normal
TX427802,2025-06-18T13:25:49.677722,CHEQUE,1268148.48,AC023,AC045,Pending,10.10.236.82,mobile,fraud
TX471230,2025-07-12T13:25:49.669892,UPI,1147301.21,AC016,AC030,Success,10.10.66.12,tablet,fraud
TX557235,2025-06-20T13:25:49.664406,UPI,1386140.75,AC038,AC044,Pending,10.10.152.187,tablet,fraud
TX361073,2025-07-06T13:25:49.688334,MANDATE,38784.65,AC028,AC041,Failed,192.168.13.207,web,normal
TX860757,2025-07-04T13:25:49.687661,UPI,356932.07,AC036,AC011,Failed,192.168.29.10,tablet,normal
TX103377,2025-07-08T13:25:49.674364,UPI,1015837.79,AC049,AC006,Pending,10.10.246.199,tablet,fraud
TX430261,2025-06-21T13:25:49.689649,NEFT,446142.01,AC037,AC021,Success,192.168.153.153,mobile,normal
TX720547,2025-07-16T13:25:49.691849,MANDATE,314192.81,AC018,AC048,Pending,192.168.255.210,web,normal
TX420890,2025-07-02T13:25:49.695295,MANDATE,194487.97,AC010,AC028,Pending,192.168.59.83,web,normal
TX707414,2025-07-09T13:25:49.690736,NEFT,244905.83,AC001,AC040,Success,192.168.0.34,mobile,normal
TX506652,2025-06-22T13:25:49.684054,CHEQUE,1827706.44,AC017,AC024,Pending,10.10.122.167,tablet,fraud
TX327357,2025-07-12T13:25:49.669455,CHEQUE,1863837.78,AC050,AC011,Pending,10.10.231.203,mobile,fraud
TX939605,2025-07-02T13:25:49.703270,UPI,121095.6,AC036,AC016,Pending,192.168.129.168,tablet,normal
TX766670,2025-07-03T13:25:49.695418,UPI,279260.3,AC004,AC030,Failed,192.168.62.145,web,normal
TX933819,2025-07-18T13:25:49.693363,NEFT,113555.06,AC024,AC048,Failed,192.168.215.180,tablet,normal
TX300014,2025-07-04T13:25:49.672694,UPI,1070901.29,AC022,AC048,Success,10.10.253.177,tablet,fraud
TX919457,2025-07-04T13:25:49.694969,CHEQUE,245692.28,AC045,AC040,Pending,192.168.13.6,mobile,normal
TX104846,2025-07-15T13:25:49.686238,UPI,1242726.89,AC004,AC007,Success,10.10.56.124,tablet,fraud
TX877352,2025-07-18T13:25:49.695652,NEFT,328941.57,AC024,AC011,Success,192.168.93.145,mobile,normal
TX787227,2025-07-16T13:25:49.683495,UPI,1096407.46,AC046,AC019,Pending,10.10.201.23,mobile,fraud
TX794887,2025-06-27T13:25:49.701468,CHEQUE,248659.88,AC022,AC009,Failed,192.168.144.210,mobile,normal
TX111731,2025-07-11T13:25:49.701839,NEFT,259651.77,AC004,AC037,Failed,192.168.173.195,tablet,normal
TX194538,2025-07-15T13:25:49.690409,UPI,299233.96,AC004,AC016,Failed,192.168.140.93,mobile,normal
TX206950,2025-07-10T13:25:49.691860,CHEQUE,396663.96,AC031,AC026,Success,192.168.123.35,mobile,normal
TX958436,2025-06-26T13:25:49.694569,UPI,8636.43,AC024,AC015,Success,192.168.198.130,tablet,normal
TX988589,2025-06-28T13:25:49.687874,CHEQUE,163008.38,AC036,AC025,Success,192.168.73.208,web,normal
TX679183,2025-06-25T13:25:49.703894,CHEQUE,38349.29,AC028,AC038,Success,192.168.13.43,mobile,normal
TX745257,2025-07-04T13:25:49.690694,NEFT,402654.16,AC021,AC040,Success,192.168.233.232,web,normal
TX409995,2025-06-25T13:25:49.690423,MANDATE,11950.4,AC040,AC025,Success,192.168.95.108,tablet,normal
TX560568,2025-07-07T13:25:49.696252,MANDATE,57108.85,AC048,AC022,Failed,192.168.253.157,mobile,normal
TX921634,2025-07-10T13:25:49.703777,NEFT,220000.39,AC049,AC018,Pending,192.168.40.16,web,normal
TX611488,2025-07-13T13:25:49.694359,CHEQUE,394996.82,AC023,AC046,Failed,192.168.194.80,mobile,normal
TX891910,2025-06-18T13:25:49.695916,NEFT,387890.34,AC043,AC002,Pending,192.168.57.234,web,normal
TX441114,2025-07-17T13:25:49.697954,UPI,275049.69,AC038,AC005,Success,192.168.33.231,tablet,normal
TX306654,2025-06-29T13:25:49.678367,CHEQUE,1698202.01,AC049,AC039,Pending,10.10.64.127,mobile,fraud
TX511141,2025-06-19T13:25:49.690643,MANDATE,355255.39,AC050,AC029,Failed,192.168.161.131,web,normal
TX559132,2025-07-05T13:25:49.670514,CHEQUE,1434846.76,AC025,AC043,Success,10.10.112.47,mobile,fraud
TX389154,2025-06-20T13:25:49.669417,UPI,1260512.74,AC037,AC037,Pending,10.10.157.96,mobile,fraud
TX237691,2025-07-17T13:25:49.694704,MANDATE,489004.62,AC013,AC019,Success,192.168.176.250,web,normal
TX474674,2025-06-23T13:25:49.699310,UPI,320801.92,AC038,AC029,Pending,192.168.177.83,web,normal
TX161979,2025-07-06T13:25:49.694228,CHEQUE,173718.27,AC023,AC003,Pending,192.168.186.138,web,normal
TX300051,2025-07-02T13:25:49.702303,CHEQUE,199014.1,AC049,AC008,Failed,192.168.99.252,tablet,normal
TX605187,2025-07-16T13:25:49.692547,CHEQUE,301283.67,AC026,AC046,Failed,192.168.19.67,mobile,normal
TX186739,2025-06-27T13:25:49.673097,CHEQUE,1402864.74,AC016,AC030,Success,10.10.85.71,mobile,fraud
TX759926,2025-07-04T13:25:49.696672,NEFT,447353.97,AC036,AC010,Success,192.168.90.29,tablet,normal
TX918075,2025-06-18T13:25:49.666554,CHEQUE,1060072.93,AC018,AC038,Pending,10.10.140.129,tablet,fraud
TX356155,2025-07-11T13:25:49.683454,CHEQUE,1437652.52,AC030,AC045,Pending,10.10.163.170,tablet,fraud
TX513188,2025-07-18T13:25:49.692349,MANDATE,403313.78,AC027,AC047,Success,192.168.4.61,web,normal
TX271502,2025-07-02T13:25:49.669221,UPI,949236.03,AC005,AC014,Pending,10.10.126.96,tablet,fraud
TX698522,2025-06-26T13:25:49.695037,NEFT,301301.09,AC041,AC013,Success,192.168.33.125,web,normal
TX692321,2025-07-18T13:25:49.692498,MANDATE,81759.2,AC033,AC019,Success,192.168.36.227,web,normal
TX789219,2025-06-26T13:25:49.687727,MANDATE,478711.28,AC030,AC007,Pending,192.168.104.194,web,normal
TX845822,2025-06-28T13:25:49.667945,UPI,1540043.97,AC026,AC048,Pending,10.10.255.96,mobile,fraud
TX143579,2025-06-19T13:25:49.697009,NEFT,47809.06,AC043,AC011,Failed,192.168.91.160,tablet,normal
TX496391,2025-06-23T13:25:49.677859,CHEQUE,1345313.28,AC006,AC025,Failed,10.10.228.146,tablet,fraud
TX115735,2025-07-10T13:25:49.674161,UPI,969015.72,AC011,AC019,Pending,10.10.5.137,tablet,fraud
TX443069,2025-07-02T13:25:49.685183,UPI,1446729.56,AC043,AC047,Pending,10.10.125.31,mobile,fraud
TX873206,2025-07-06T13:25:49.682890,CHEQUE,1527303.23,AC036,AC041,Success,10.10.238.132,mobile,fraud
TX401562,2025-07-15T13:25:49.684485,CHEQUE,1779669.46,AC040,AC024,Success,10.10.242.247,tablet,fraud
TX408425,2025-07-08T13:25:49.697406,MANDATE,134407.25,AC004,AC031,Pending,192.168.60.139,mobile,normal
TX118171,2025-07-13T13:25:49.673114,UPI,1964794.31,AC049,AC009,Pending,10.10.62.68,mobile,fraud
TX999106,2025-07-10T13:25:49.702483,CHEQUE,387010.31,AC012,AC038,Pending,192.168.165.14,tablet,normal
TX843993,2025-07-12T13:25:49.695743,UPI,338485.23,AC036,AC018,Pending,192.168.151.184,web,normal
TX395411,2025-07-12T13:25:49.677705,CHEQUE,1666590.78,AC028,AC036,Pending,10.10.9.69,mobile,fraud
